,,,,,Total Summed Signal to Noise,,,,,,,,,,,,,,,,,,,
tr|K9J7B2|K9J7B2_MOUSE,Ugt1a6b,K9J7B2_MOUSE Protein Ugt1a6b,1,2,230.542,192.459,255.584,71.8378,205.928,198.172,188.729,188.148,178.313,228.938,99.4971,125.192,74.1848,146.529,108.733,151.264,130.49,121.4,66.6378,95.1358
tr|Q148B1|Q148B1_MOUSE,Cyp2c65,"Q148B1_MOUSE Cytochrome P450, family 2, subfamily c, polypeptide 65",1,0,1489.99,1313.51,1978.64,1129.23,1368.42,1326.16,1225.54,870.219,1711.67,1791.75,0,0,0,0,0,0,0,0,0,0
tr|Q3UGX2|Q3UGX2_MOUSE,Sptb,Q3UGX2_MOUSE Spectrin beta 1,28,11,7726.07,4338.28,4738.29,12716.6,3815.5,5529.38,3230.63,11261.7,3273.02,3920.19,1437.68,1284.93,656.07,1127.49,3105.7,1410.69,1062.99,644.812,1062.58,809.603
tr|Q5SUH7|Q5SUH7_MOUSE,Clint1,Q5SUH7_MOUSE Clathrin interactor 1,16,16,7360.91,1451.22,2266.64,16344.1,2511.45,2849.34,1468.16,2197,1108.18,1257.28,4682.21,5479.8,7697.88,4191.21,2714.44,5879.45,1968.77,1963.79,776.83,1063.49
tr|Q5XJF6|Q5XJF6_MOUSE,Rpl10a,Q5XJF6_MOUSE Ribosomal protein,7,4,2976.78,3384.22,5431.64,1599.11,5437.83,4485.94,5083.06,4399.09,1944.14,1891.75,826.569,837.391,590.787,831.766,863.224,1116.53,1258.06,1266.84,553.236,991.675
tr|Q68FG2|Q68FG2_MOUSE,Sptbn2,Q68FG2_MOUSE Protein Sptbn2,9,9,2023.8,1424.44,1708.97,2869.37,1310.74,1416.62,1148.51,1830.34,1369.58,1731.27,1965.47,1938.85,1624.52,1961.47,1837.41,1947.63,1763.37,1598.68,1046.94,1011.81
tr|Q6ZWQ9|Q6ZWQ9_MOUSE,Myl12a,Q6ZWQ9_MOUSE MCG5400,1,0,104.269,14.7557,32.1012,122.726,59.982,36.1698,44.2846,63.7439,59.1547,70.2709,0,0,0,0,0,0,0,0,0,0
tr|Q6ZWZ4|Q6ZWZ4_MOUSE,Rpl36,Q6ZWZ4_MOUSE 60S ribosomal protein L36,3,2,960.918,944.11,1585.93,538.149,1368.54,1252.59,1389.46,1170.77,902.825,742.141,1010.1,1062.66,516.096,1180.63,1213.14,1023.7,1143.11,1217.13,408.392,893.697
tr|Q6ZWZ6|Q6ZWZ6_MOUSE,Rps12,Q6ZWZ6_MOUSE 40S ribosomal protein S12,2,0,635.411,642.377,2386.69,337.137,933.589,730.396,921.13,996.639,510.28,518.209,0,0,0,0,0,0,0,0,0,0
tr|Q8C6B0|Q8C6B0_MOUSE,Mettl7a1,"Q8C6B0_MOUSE MCG20149, isoform CRA_a",2,3,764.963,2267.14,965.315,436.642,869.561,773.697,632.941,828.007,673.492,914.804,457.686,613.974,483.984,802.125,756.653,603.196,422.637,583.419,338.623,498.203
tr|Q8K154|Q8K154_MOUSE,Ugt2b34,Q8K154_MOUSE Protein Ugt2b34,3,4,2478.88,1407.93,2878.91,899.304,2001.1,1883.11,2296.57,1902.4,2418.84,3189.77,947.479,1172.05,555.911,1448,979.878,1262.87,1353.9,1234.87,676.265,1409.69
tr|Q8R084|Q8R084_MOUSE,Ugt2b1,Q8R084_MOUSE Protein Ugt2b1,3,1,2086.84,1779.26,3691.44,931.723,3099.24,1179.13,2979.75,1966.42,2867.36,2147.48,396.131,512.203,347.581,930.309,207.279,343.454,349.915,606.293,199.74,691.521
tr|Q91WU0|Q91WU0_MOUSE,Ces1f,Q91WU0_MOUSE Expressed sequence AU018778,10,8,4033.85,3847.65,6594.87,1116.45,5465.56,4582.82,2955.06,3343.88,5053.91,6315.85,1807.86,1948.69,1179.55,2891.9,1413.46,1672.35,1413.12,1668.43,1301.04,3261.74
tr|Q9CPN9|Q9CPN9_MOUSE,2210010C04Rik,Q9CPN9_MOUSE Protein 2210010C04Rik,0,1,0,0,0,0,0,0,0,0,0,0,335.654,201.848,101.175,242.256,314.377,219.823,146.624,303.421,79.7251,158.035
tr|Q9D1F9|Q9D1F9_MOUSE,Slc37a4,Q9D1F9_MOUSE Protein Slc37a4,2,1,2346.71,2036.7,3564.31,1573.53,4633.43,2076.19,2875.01,2355.7,3010.94,2379.97,540.549,990.757,349.823,1546.66,812.474,607.812,657.658,838.404,272.542,738.981
tr|Q9DCE9|Q9DCE9_MOUSE,Igtp,Q9DCE9_MOUSE Protein Igtp,4,1,705.547,400.936,566.605,188.214,421.586,624.68,1683.18,1268.18,762.929,576.355,55.9024,83.7321,22.8505,41.5006,58.0599,43.2031,792.587,111.435,280.001,61.1514
tr|Q9JKY7|Q9JKY7_MOUSE,Cyp2d22,Q9JKY7_MOUSE Cytochrome P450 CYP2D22,2,2,960.329,1021.62,1588.09,367.974,1209.97,885.939,818.245,1029.28,1029.37,1354.65,302.166,353.353,236.675,588.293,293.674,351.247,395.021,411.528,237.438,377.912
